44.13 11.3 1 C Kant
44.13 11.3 1 A Wolff
44.13 11.3 1 B Bolzano
44.13 11.3 1 C Kant
44.13 11.3 1 C Kant
44.13 11.3 1 B Bolzano
44.13 11.3 1 A Wolff
44.13 11.3 1 B Bolzano
44.13 11.3 1 A Wolff
44.13 11.3 1 A Wolff
44.13 11.3 1 A Wolff
44.13 11.3 1 B Bolzano
44.13 11.3 1 B Bolzano
44.13 11.3 1 B Bolzano
44.13 11.3 1 D Meier
44.13 11.3 1 B Bolzano
44.13 11.3 1 B Bolzano
44.13 11.3 1 B Bolzano
44.13 11.3 1 A Wolff
44.13 11.3 1 D Meier
44.13 11.3 1 A Wolff
44.13 11.3 1 C Kant
44.13 11.3 1 A Wolff
44.13 11.3 1 B Bolzano
44.13 11.3 1 D Meier
44.13 11.3 1 C Kant
44.13 11.3 1 B Bolzano
44.13 11.3 1 C Kant
44.13 11.3 1 B Bolzano
41.9 12.5 1 D Meier
41.9 12.5 1 D Meier
41.9 12.5 1 B Bolzano
41.9 12.5 1 B Bolzano
41.9 12.5 1 A Wolff
41.9 12.5 1 C Kant
41.9 12.5 1 D Meier
41.9 12.5 1 B Bolzano
41.9 12.5 1 D Meier
41.9 12.5 1 C Kant
41.9 12.5 1 D Meier
41.9 12.5 1 D Meier
41.9 12.5 1 C Kant
41.9 12.5 1 C Kant
41.9 12.5 1 C Kant
41.9 12.5 1 B Bolzano
51.34 12.37 1 C Kant
51.34 12.37 1 C Kant
51.34 12.37 1 D Meier
51.34 12.37 1 A Wolff
51.34 12.37 1 D Meier
51.34 12.37 1 A Wolff
51.34 12.37 1 D Meier
51.34 12.37 1 C Kant
51.34 12.37 1 A Wolff
51.34 12.37 1 B Bolzano
51.34 12.37 1 C Kant
51.34 12.37 1 D Meier
51.34 12.37 1 A Wolff
51.34 12.37 1 C Kant
52.52 13.41 1 D Meier
52.52 13.41 1 B Bolzano
52.52 13.41 1 C Kant
52.52 13.41 1 A Wolff
52.52 13.41 1 A Wolff
52.52 13.41 1 C Kant
52.52 13.41 1 C Kant
52.52 13.41 1 A Wolff
52.52 13.41 1 A Wolff
52.52 13.41 1 B Bolzano
52.52 13.41 1 B Bolzano
52.52 13.41 1 D Meier
52.235 5.01 1 B Bolzano
52.235 5.01 1 A Wolff
52.235 5.01 1 A Wolff
52.235 5.01 1 B Bolzano
52.235 5.01 1 D Meier
52.235 5.01 1 A Wolff
52.235 5.01 1 B Bolzano
52.235 5.01 1 B Bolzano
52.235 5.01 1 B Bolzano
52.235 5.01 1 C Kant
52.235 5.01 1 D Meier
52.235 5.01 1 C Kant
52.235 5.01 1 C Kant
52.235 5.01 1 D Meier
52.235 5.01 1 D Meier
52.235 5.01 1 C Kant
52.235 5.01 1 A Wolff
52.235 5.01 1 B Bolzano
52.235 5.01 1 B Bolzano
52.235 5.01 1 D Meier
52.235 5.01 1 A Wolff
52.235 5.01 1 D Meier
52.235 5.01 1 D Meier
52.235 5.01 1 A Wolff
52.235 5.01 1 C Kant
52.235 5.01 1 C Kant
52.235 5.01 1 B Bolzano
52.235 5.01 1 B Bolzano
52.235 5.01 1 C Kant
