44.49 11.34 1 C Kant
44.49 11.34 1 A Wolff
44.49 11.34 1 B Bolzano
44.49 11.34 1 C Kant
44.49 11.34 1 C Kant
44.49 11.34 1 B Bolzano
44.49 11.34 1 A Wolff
44.49 11.34 1 B Bolzano
44.49 11.34 1 A Wolff
44.49 11.34 1 A Wolff
44.49 11.34 1 A Wolff
44.49 11.34 1 B Bolzano
44.49 11.34 1 B Bolzano
44.49 11.34 1 B Bolzano
44.49 11.34 1 D Meier
43.77 11.26 1 B Bolzano
43.77 11.26 1 B Bolzano
43.77 11.26 1 B Bolzano
43.77 11.26 1 A Wolff
43.77 11.26 1 D Meier
43.77 11.26 1 A Wolff
43.77 11.26 1 C Kant
43.77 11.26 1 A Wolff
43.77 11.26 1 B Bolzano
43.77 11.26 1 D Meier
43.77 11.26 1 C Kant
43.77 11.26 1 B Bolzano
43.77 11.26 1 C Kant
43.77 11.26 1 B Bolzano
41.9 12.5 1 D Meier
41.9 12.5 1 D Meier
41.9 12.5 1 B Bolzano
41.9 12.5 1 B Bolzano
41.9 12.5 1 A Wolff
41.9 12.5 1 C Kant
41.9 12.5 1 D Meier
41.9 12.5 1 B Bolzano
41.9 12.5 1 D Meier
41.9 12.5 1 C Kant
41.9 12.5 1 D Meier
41.9 12.5 1 D Meier
41.9 12.5 1 C Kant
41.9 12.5 1 C Kant
41.9 12.5 1 C Kant
41.9 12.5 1 B Bolzano
51.34 12.37 1 C Kant
51.34 12.37 1 C Kant
51.34 12.37 1 D Meier
51.34 12.37 1 A Wolff
51.34 12.37 1 D Meier
51.34 12.37 1 A Wolff
51.34 12.37 1 D Meier
51.34 12.37 1 C Kant
51.34 12.37 1 A Wolff
51.34 12.37 1 B Bolzano
51.34 12.37 1 C Kant
51.34 12.37 1 D Meier
51.34 12.37 1 A Wolff
51.34 12.37 1 C Kant
52.52 13.41 1 D Meier
52.52 13.41 1 B Bolzano
52.52 13.41 1 C Kant
52.52 13.41 1 A Wolff
52.52 13.41 1 A Wolff
52.52 13.41 1 C Kant
52.52 13.41 1 C Kant
52.52 13.41 1 A Wolff
52.52 13.41 1 A Wolff
52.52 13.41 1 B Bolzano
52.52 13.41 1 B Bolzano
52.52 13.41 1 D Meier
52.37 4.9 1 B Bolzano
52.37 4.9 1 A Wolff
52.37 4.9 1 A Wolff
52.37 4.9 1 B Bolzano
52.37 4.9 1 D Meier
52.37 4.9 1 A Wolff
52.37 4.9 1 B Bolzano
52.37 4.9 1 B Bolzano
52.37 4.9 1 B Bolzano
52.37 4.9 1 C Kant
52.37 4.9 1 D Meier
52.37 4.9 1 C Kant
52.37 4.9 1 C Kant
52.37 4.9 1 D Meier
52.37 4.9 1 D Meier
52.37 4.9 1 C Kant
52.37 4.9 1 A Wolff
52.1 5.12 1 B Bolzano
52.1 5.12 1 B Bolzano
52.1 5.12 1 D Meier
52.1 5.12 1 A Wolff
52.1 5.12 1 D Meier
52.1 5.12 1 D Meier
52.1 5.12 1 A Wolff
52.1 5.12 1 C Kant
52.1 5.12 1 C Kant
52.1 5.12 1 B Bolzano
52.1 5.12 1 B Bolzano
52.1 5.12 1 C Kant
